id,pred,split
myinfographic_3272,Australia,public
myinfographic_3283,1 out of 3,public
myinfographic_3299,100%,public
myinfographic_3329,Batman,public
myinfographic_3331,3,public
myinfographic_3362,after babylon,public
myinfographic_3363,smart storage,public
myinfographic_3367,Create a Brand Recall,public
myinfographic_3368,disrupted,public
myinfographic_3393,626,public
myinfographic_3397,blue tooth,public
myinfographic_3403,1.2 million,public
myinfographic_3420,Lunch,public
myinfographic_3438,convenience to handle,public
myinfographic_3472,Brian White,public
myinfographic_3485,No,public
myinfographic_3549,"blue, teal",public
myinfographic_3557,Leafy Greens,public
myinfographic_3576,larger,public
myinfographic_3585,Environment,public
myinfographic_3593,Keep your bedroom dark & quiet,public
myinfographic_3606,every two minutes,public
myinfographic_3615,South Africa,public
myinfographic_3622,bohemian,public
myinfographic_3646,2005,public
myinfographic_3649,1951,public
myinfographic_3655,Focus on strategy,public
myinfographic_3664,Corvette,public
myinfographic_3665,1904 World's Fair,public
myinfographic_3670,Proxima Centauri,public
myinfographic_3677,Tom Kha Gai,public
myinfographic_3682,parents,public
myinfographic_3683,Smell,public
myinfographic_3691,President,public
myinfographic_3694,lower,public
myinfographic_3707,5,public
myinfographic_3709,5,public
myinfographic_3710,No,public
myinfographic_3716,"$20,000",public
myinfographic_3733,Spanish,public
myinfographic_3738,30.9,public
myinfographic_3747,60%,public
myinfographic_3761,Reduces,public
myinfographic_3770,chronologically,public
myinfographic_3779,75 years,public
myinfographic_3781,freelancing,public
myinfographic_3782,always based on that before recruiting,public
myinfographic_3785,81%,public
myinfographic_3793,Enjoy browsing through countless covers of the well,public
myinfographic_3797,3,public
myinfographic_3803,12%,public
myinfographic_3806,Yes,public
myinfographic_3841,8 minutes,public
myinfographic_3846,quality over quantity,public
myinfographic_3875,Federal and State Grants,public
myinfographic_3886,Claim all eligible medical expenses,public
myinfographic_3897,No,public
myinfographic_3921,rule-based,public
myinfographic_3922,Get ready for banking in many new flavors,public
myinfographic_3927,5 Testing,public
myinfographic_3945,1 in 10,public
myinfographic_3946,proven strategies to increase your website traffic,public
myinfographic_3952,Cold winters,public
myinfographic_3963,"50,000",public
myinfographic_3983,Happiness kits,public
myinfographic_4007,Master your time,public
myinfographic_4013,To show the impact of the earthquake,public
myinfographic_4018,27%,public
myinfographic_4065,Yes,public
myinfographic_4084,"1.5""",public
myinfographic_4110,UK,public
myinfographic_4111,Commute,public
myinfographic_4114,house,public
myinfographic_4118,Nissan,public
myinfographic_4129,pizza,public
myinfographic_4133,150,public
myinfographic_4135,Diesel,public
myinfographic_4147,LinkedIn,public
myinfographic_4154,2014,public
myinfographic_4160,"25,725",public
myinfographic_4189,Highland Games,public
myinfographic_4207,Tyrion,public
myinfographic_4223,Standing,public
myinfographic_4229,Yes,public
myinfographic_4249,Opening,public
myinfographic_4269,crawling,public
myinfographic_4279,whether his/her prediction is correct,public
myinfographic_4289,5,public
myinfographic_4301,Would they even exist without air conditioning?,public
myinfographic_4314,became more popular,public
myinfographic_4322,breaststroke,public
myinfographic_4335,the bill passed,public
myinfographic_4345,No,public
myinfographic_4347,70%,public
myinfographic_4351,Decorating Eggs,public
myinfographic_4365,Nu-Lax,public
myinfographic_4374,gift swap,public
myinfographic_4376,increased,public
myinfographic_4396,$62 billion,public
myinfographic_4398,0,public
myinfographic_4403,undefined surface,public
myinfographic_4411,Walking,public
myinfographic_4430,video,public
myinfographic_4437,Solitaire,public
myinfographic_4505,store mailings,public
myinfographic_4506,high quality,public
myinfographic_4512,Apples,public
myinfographic_4514,D-shaped,public
myinfographic_4542,"IT consulting, IT services",public
myinfographic_4544,Greed,public
myinfographic_4548,Zambia,public
myinfographic_4553,A-line,public
myinfographic_4583,red bathing suit,public
myinfographic_4598,Avoid,public
myinfographic_4605,The Little Prince,public
myinfographic_4623,positive,public
myinfographic_4634,History of Lookout,public
myinfographic_4642,winning so many cupcake recipes,public
myinfographic_4651,24.46,public
myinfographic_4654,"40,000",public
myinfographic_4659,Heatmap,public
myinfographic_4661,Full suffrage in all of the Middle East?,public
myinfographic_4675,Chin Strap,public
myinfographic_4698,Cardio,public
myinfographic_4702,Selfie,public
myinfographic_4706,Verrazano Bridge,public
myinfographic_4709,fluid,public
myinfographic_4713,Perspective,public
myinfographic_4750,4,public
myinfographic_4752,try combining dynamics and tempo,public
myinfographic_4758,adequate cover,public
myinfographic_4760,Use a plunger,public
myinfographic_4766,Carry your own toilet paper,public
myinfographic_4796,"01, 02, 03, 04",public
myinfographic_4802,Yes,public
myinfographic_4804,controlled level,public
myinfographic_4805,Make sure with a certified site,public
myinfographic_4807,do's and don'ts,public
myinfographic_4826,"Think, Go, Create, Relive",public
myinfographic_4852,Kimchi,public
myinfographic_4854,30%,public
myinfographic_4870,Place,public
myinfographic_4875,1777,public
myinfographic_4890,5 attributes of awesome employees,public
myinfographic_4918,fewer complaints,public
myinfographic_4922,Laptop,public
myinfographic_4926,consider the different options available,public
myinfographic_4950,Sugar,public
myinfographic_4952,decreases inflammation,public
myinfographic_4956,foreplay,public
myinfographic_4965,Indoor,public
myinfographic_4970,Yes,public
myinfographic_4995,Ideas to try out,public
docvqa_docvqa_0_4,0.8,public
docvqa_docvqa_5_0,12:00,public
docvqa_docvqa_12_0,70,public
docvqa_docvqa_21_2,Annual Report,public
docvqa_docvqa_35_1,Autumn 1969,public
docvqa_docvqa_46_1,R. J. Reynolds Tobacco Company,public
docvqa_docvqa_51_1,77.3%,public
docvqa_docvqa_58_6,BRC,public
docvqa_docvqa_62_0,14-0050,public
docvqa_docvqa_63_0,Thermal Environmental Instrument,public
docvqa_docvqa_83_2,177.70,public
docvqa_docvqa_88_1,Others,public
docvqa_docvqa_90_1,1974,public
docvqa_docvqa_107_3,"Pepsi-Cola, Inc.",public
docvqa_docvqa_111_4,PII,public
docvqa_docvqa_123_3,$0.00,public
docvqa_docvqa_123_7,"$47,192,000.00",public
docvqa_docvqa_127_3,1,public
docvqa_docvqa_131_3,Anant,public
docvqa_docvqa_132_1,K. K. Hunter,public
docvqa_docvqa_136_0,two,public
docvqa_docvqa_151_2,10,public
docvqa_docvqa_152_1,Megestrol Acetate,public
docvqa_docvqa_163_0,"$100,000",public
docvqa_docvqa_165_3,"April 14, 1999",public
docvqa_docvqa_172_0,"$75,000",public
docvqa_docvqa_176_0,$1.3 billion,public
docvqa_docvqa_178_2,"$1,000",public
docvqa_docvqa_182_6,Nick,public
docvqa_docvqa_189_2,Samuel Guzman,public
docvqa_docvqa_191_5,7,public
docvqa_docvqa_192_0,Vitamin Fortification of Sugar Products,public
docvqa_docvqa_200_5,17.0,public
docvqa_docvqa_206_3,12.00,public
docvqa_docvqa_210_1,28,public
docvqa_docvqa_210_2,2,public
docvqa_docvqa_210_5,12,public
docvqa_docvqa_216_3,Dawn Carr,public
docvqa_docvqa_228_4,Y.C. Deveshwar,public
docvqa_docvqa_234_1,HSM,public
docvqa_docvqa_236_0,10,public
docvqa_docvqa_241_0,0148,public
docvqa_docvqa_267_1,24.53,public
docvqa_docvqa_270_2,190 lbs.,public
docvqa_docvqa_276_0,2,public
docvqa_docvqa_301_1,10/20/76,public
docvqa_docvqa_308_0,100.00,public
docvqa_docvqa_314_0,Winston,public
docvqa_docvqa_318_1,0,public
docvqa_docvqa_319_2,"August 1, 2000",public
docvqa_docvqa_321_0,Cardiovascular,public
docvqa_docvqa_324_0,Risk Evaluation,public
docvqa_docvqa_327_0,Office of Water,public
docvqa_docvqa_333_1,Shift the paradigm from glucose control to treating insulin resistance,public
docvqa_docvqa_344_0,2:13-cv-1017,public
docvqa_docvqa_360_0,Public Input,public
docvqa_docvqa_384_8,2010,public
docvqa_docvqa_397_0,American Lung Association,public
docvqa_docvqa_397_1,3,public
docvqa_docvqa_401_1,P. C. Farmer,public
docvqa_docvqa_417_0,9:00 A.M.,public
docvqa_docvqa_420_0,"$10,000.00",public
docvqa_docvqa_421_0,President Trump,public
docvqa_docvqa_426_0,1st Quarters Intercept Coup Program,public
docvqa_docvqa_431_4,WF,public
docvqa_docvqa_437_3,501212,public
docvqa_docvqa_439_1,"September 24, 1980",public
docvqa_docvqa_439_4,September 20,public
docvqa_docvqa_440_5,1/1/2000,public
docvqa_docvqa_446_1,402.471.7925,public
docvqa_docvqa_450_0,Lawrence L. Wood,public
docvqa_docvqa_456_5,100,public
docvqa_docvqa_459_2,latest information,public
docvqa_docvqa_465_2,Threonine,public
docvqa_docvqa_466_0,Honolulu,public
docvqa_docvqa_476_0,12:25,public
docvqa_docvqa_478_3,218,public
docvqa_docvqa_487_1,Esq.,public
docvqa_docvqa_487_2,Dr. Selig,public
docvqa_docvqa_491_0,patients,public
docvqa_docvqa_492_5,6/14/66,public
docvqa_docvqa_499_1,fruits and vegetables,public
docvqa_docvqa_516_1,910-741-4500,public
docvqa_docvqa_517_3,WAC,public
docvqa_docvqa_518_7,meat,public
docvqa_docvqa_519_1,"C. D. Fleet, Jr.",public
docvqa_docvqa_520_0,CO2 emissions,public
docvqa_docvqa_524_0,JVC Notes,public
docvqa_docvqa_525_1,RJR,public
docvqa_docvqa_526_4,1983,public
docvqa_docvqa_529_1,2/25/80,public
docvqa_docvqa_538_1,3,public
docvqa_docvqa_543_0,South Factory,public
docvqa_docvqa_543_1,"March 1, 1963",public
docvqa_docvqa_543_2,Well Water,public
docvqa_docvqa_562_2,Rural,public
docvqa_docvqa_567_6,Symposium 2,public
docvqa_docvqa_569_0,"January 10, 1986",public
docvqa_docvqa_578_3,Dr. D. Cobo,public
docvqa_docvqa_599_0,Dr. M. Hitchcock,public
docvqa_docvqa_605_3,Maryland,public
docvqa_docvqa_609_0,Thomas Jefferson,public
docvqa_docvqa_610_0,AID,public
docvqa_docvqa_626_7,Shell Current Use,public
docvqa_docvqa_627_0,Boston,public
docvqa_docvqa_652_7,Monday,public
docvqa_docvqa_656_4,336-744-2000,public
docvqa_docvqa_656_5,226-6320,public
docvqa_docvqa_660_9,Washington University,public
docvqa_docvqa_678_5,1,public
docvqa_docvqa_685_2,Ocean Course at Kiawah Island,public
docvqa_docvqa_691_2,Service and Regulatory,public
docvqa_docvqa_692_1,5-2-00,public
docvqa_docvqa_694_3,3,public
docvqa_docvqa_697_1,Various Studies,public
docvqa_docvqa_707_1,Louis V. Fink Jr.,public
docvqa_docvqa_714_0,RJReynolds Tobacco Company,public
docvqa_docvqa_714_4,550554,public
docvqa_docvqa_722_1,2,public
docvqa_docvqa_724_1,Budget,public
docvqa_docvqa_725_3,600423,public
docvqa_docvqa_725_4,10/06/96,public
docvqa_docvqa_727_7,Ultrasonic,public
docvqa_docvqa_732_1,Eclipse,public
docvqa_docvqa_749_1,"May 2, 1991",public
docvqa_docvqa_758_0,2006,public
docvqa_docvqa_759_2,Schochet,public
docvqa_docvqa_763_0,potterj@wakehealth.edu,public
docvqa_docvqa_798_3,R. J. Reynolds Tobacco Co.,public
docvqa_docvqa_802_1,"$150,000",public
docvqa_docvqa_802_3,"$1,000,000",public
docvqa_docvqa_803_3,"15,500",public
docvqa_docvqa_803_7,500,public
docvqa_docvqa_811_2,16,public
docvqa_docvqa_821_6,"Florence, Italy",public
docvqa_docvqa_830_1,Alice Rice,public
docvqa_docvqa_857_0,1-800-882-1266,public
docvqa_docvqa_861_1,Charles River Associates,public
docvqa_docvqa_864_6,James R. Barker,public
docvqa_docvqa_865_1,912-764-9144,public
docvqa_docvqa_878_4,"$6,000.00",public
docvqa_docvqa_880_0,Appendix I,public
docvqa_docvqa_884_6,011 27 11 262 2572,public
docvqa_docvqa_898_7,"85,000",public
docvqa_docvqa_913_1,Objectives,public
docvqa_docvqa_932_0,Equity Holding Promoters & Major Investors,public
docvqa_docvqa_939_1,Mr. K. K. Modi,public
docvqa_docvqa_952_0,Director,public
docvqa_docvqa_960_3,"$10,000",public
docvqa_docvqa_963_2,Nutrition,public
docvqa_docvqa_971_3,Chemical Analysis,public
docvqa_docvqa_974_1,10%,public
docvqa_docvqa_977_5,Jim Meredith,public
docvqa_docvqa_1000_0,"1,44,00,000",public
docvqa_docvqa_1024_2,University of Strasbourg,public
docvqa_docvqa_1028_0,"$300,000",public
docvqa_docvqa_1032_0,Washington,public
docvqa_docvqa_1038_3,1,public
docvqa_docvqa_1041_5,10021,public
docvqa_docvqa_1045_5,10,public
docvqa_docvqa_1047_0,Department of Nutrition and Food Science,public
docvqa_docvqa_1049_2,"National Heart, Lung, and Blood Institute",public
docvqa_docvqa_1050_0,Matt Church,public
docvqa_docvqa_1050_1,"1,200.00",public
docvqa_docvqa_1064_0,0,public
docvqa_docvqa_1064_3,2,public
docvqa_docvqa_1072_1,$100.00,public
docvqa_docvqa_1078_4,15.3,public
docvqa_docvqa_1080_3,200,public
docvqa_docvqa_1089_3,Pain Management,public
docvqa_docvqa_1098_1,40,public
docvqa_docvqa_1098_2,45,public
docvqa_docvqa_1108_0,6-8 drinks,public
docvqa_docvqa_1108_1,6-8 drinks,public
docvqa_docvqa_1127_3,Percentage Protection of New Homes,public
docvqa_docvqa_1141_0,12,public
docvqa_docvqa_1143_3,0312-0125-000,public
docvqa_docvqa_1151_0,12-14,public
docvqa_docvqa_1153_2,Dave's,public
docvqa_docvqa_1161_9,700999,public
docvqa_docvqa_1162_3,3.5,public
docvqa_docvqa_1169_1,4.0,public
docvqa_docvqa_1177_3,200,public
docvqa_docvqa_1180_2,New York,public
docvqa_docvqa_1186_1,heart disease,public
docvqa_docvqa_1191_3,25%,public
docvqa_docvqa_1192_1,Tobacco Processing Products,public
docvqa_docvqa_1210_0,Segment Profiles,public
docvqa_docvqa_1225_6,kg,public
docvqa_docvqa_1230_4,100,public
docvqa_docvqa_1233_2,1/2 tsp.,public
docvqa_docvqa_1248_1,Consolidated Accounts,public
docvqa_docvqa_1249_1,"22,00,000",public
docvqa_docvqa_1255_0,4437,public
docvqa_docvqa_1257_1,Chicago,public
docvqa_docvqa_1259_2,6060,public
docvqa_docvqa_1261_1,India,public
docvqa_docvqa_1265_4,DTS,public
docvqa_docvqa_1276_2,Y. C. Deveshwar,public
docvqa_docvqa_1281_0,Metabolic Assessment Laboratory,public
infographicvqa_infographicvqa_1_0_2,"LinkedIn, Instagram",public
infographicvqa_infographicvqa_1_1_2,Facebook,public
infographicvqa_infographicvqa_1_3_0,"Understanding your audience, delivering value",public
infographicvqa_infographicvqa_1_6_2,44%,public
infographicvqa_infographicvqa_1_12_1,10 June,public
infographicvqa_infographicvqa_1_16_2,30%,public
infographicvqa_infographicvqa_1_17_0,16%,public
infographicvqa_infographicvqa_1_19_3,Joe Root,public
infographicvqa_infographicvqa_1_20_5,a span inside of document,public
infographicvqa_infographicvqa_1_20_6,25%,public
infographicvqa_infographicvqa_1_25_5,16,public
infographicvqa_infographicvqa_1_27_1,2,public
infographicvqa_infographicvqa_1_28_2,12,public
infographicvqa_infographicvqa_1_31_7,7.27,public
infographicvqa_infographicvqa_1_32_6,Pakistan,public
infographicvqa_infographicvqa_1_36_2,15th,public
infographicvqa_infographicvqa_1_37_10,2008,public
infographicvqa_infographicvqa_1_38_0,Kathmandu,public
infographicvqa_infographicvqa_1_38_1,2,public
infographicvqa_infographicvqa_1_39_0,16,public
infographicvqa_infographicvqa_1_41_12,with a flashback,public
infographicvqa_infographicvqa_1_42_1,Clay,public
infographicvqa_infographicvqa_1_45_3,1963,public
infographicvqa_infographicvqa_1_46_1,Jakarta,public
infographicvqa_infographicvqa_1_49_2,"20,000 Leagues Under the Sea",public
infographicvqa_infographicvqa_1_49_9,The City and the Stars,public
infographicvqa_infographicvqa_1_49_13,Brave New World,public
infographicvqa_infographicvqa_1_53_0,20-24,public
infographicvqa_infographicvqa_1_56_1,25,public
infographicvqa_infographicvqa_1_56_6,0,public
infographicvqa_infographicvqa_1_56_7,high,public
infographicvqa_infographicvqa_1_61_1,West,public
infographicvqa_infographicvqa_1_66_4,$22.3 million,public
infographicvqa_infographicvqa_1_67_6,2,public
infographicvqa_infographicvqa_1_68_1,4,public
infographicvqa_infographicvqa_1_70_2,Water Quality / Supply,public
infographicvqa_infographicvqa_1_75_2,18-24,public
infographicvqa_infographicvqa_1_75_6,60+,public
infographicvqa_infographicvqa_1_76_9,16x19,public
infographicvqa_infographicvqa_1_82_9,Bugeater,public
infographicvqa_infographicvqa_1_83_4,Instagram,public
infographicvqa_infographicvqa_1_87_2,54%,public
infographicvqa_infographicvqa_1_95_4,"fish, bananas",public
infographicvqa_infographicvqa_1_96_3,crescent,public
infographicvqa_infographicvqa_1_99_1,$1B,public
infographicvqa_infographicvqa_1_99_7,NBA,public
infographicvqa_infographicvqa_1_99_9,NFL,public
infographicvqa_infographicvqa_1_99_15,New York Yankees,public
infographicvqa_infographicvqa_1_100_2,Photos,public
infographicvqa_infographicvqa_1_100_5,Facebook,public
infographicvqa_infographicvqa_1_101_3,Facebook Recruiting - Human or Bot,public
infographicvqa_infographicvqa_1_104_0,Daydreamer,public
infographicvqa_infographicvqa_1_107_7,5,public
infographicvqa_infographicvqa_1_119_0,"solid, liquid, gas",public
infographicvqa_infographicvqa_1_123_4,10%,public
infographicvqa_infographicvqa_1_125_1,Chemistry,public
infographicvqa_infographicvqa_1_133_2,6,public
infographicvqa_infographicvqa_1_134_5,1,public
infographicvqa_infographicvqa_1_134_8,50%,public
infographicvqa_infographicvqa_1_134_11,1,public
infographicvqa_infographicvqa_1_135_10,2006,public
infographicvqa_infographicvqa_1_135_24,Facebook,public
infographicvqa_infographicvqa_1_135_27,2009,public
infographicvqa_infographicvqa_1_136_0,61%,public
infographicvqa_infographicvqa_1_137_0,20-50 years old,public
infographicvqa_infographicvqa_1_140_0,"1,146",public
infographicvqa_infographicvqa_1_143_6,10%,public
infographicvqa_infographicvqa_1_145_1,49%,public
infographicvqa_infographicvqa_1_149_4,Battle of El Alamein,public
infographicvqa_infographicvqa_1_150_0,10 hours,public
infographicvqa_infographicvqa_1_157_1,Calm,public
infographicvqa_infographicvqa_1_160_3,2001,public
infographicvqa_infographicvqa_1_165_0,38%,public
infographicvqa_infographicvqa_1_165_1,30%,public
infographicvqa_infographicvqa_1_167_4,24%,public
infographicvqa_infographicvqa_1_169_7,Poland,public
infographicvqa_infographicvqa_1_180_1,28,public
infographicvqa_infographicvqa_1_180_3,Great Britain,public
infographicvqa_infographicvqa_1_180_8,China,public
infographicvqa_infographicvqa_1_180_9,Nigeria,public
infographicvqa_infographicvqa_1_181_0,3 million,public
infographicvqa_infographicvqa_1_184_2,U.S.,public
infographicvqa_infographicvqa_1_184_3,225,public
infographicvqa_infographicvqa_1_185_1,4,public
infographicvqa_infographicvqa_1_186_1,Union,public
infographicvqa_infographicvqa_1_192_2,Time stone,public
infographicvqa_infographicvqa_1_192_14,"Iron Man, The Incredible Hulk",public
infographicvqa_infographicvqa_1_192_15,3,public
infographicvqa_infographicvqa_1_198_6,Skype,public
infographicvqa_infographicvqa_1_201_6,"687,806",public
infographicvqa_infographicvqa_1_201_8,57%,public
infographicvqa_infographicvqa_1_208_0,3,public
infographicvqa_infographicvqa_1_219_0,17.4%,public
infographicvqa_infographicvqa_1_222_4,30 days,public
infographicvqa_infographicvqa_1_225_0,$20 million,public
infographicvqa_infographicvqa_1_225_4,For Australia,public
infographicvqa_infographicvqa_1_232_1,2,public
infographicvqa_infographicvqa_1_233_0,Harrison Ford,public
infographicvqa_infographicvqa_1_243_2,75%,public
infographicvqa_infographicvqa_1_247_1,Accommodation & food services,public
infographicvqa_infographicvqa_1_248_9,Engineering,public
infographicvqa_infographicvqa_1_256_9,20,public
infographicvqa_infographicvqa_1_260_3,84%,public
infographicvqa_infographicvqa_1_261_6,68%,public
infographicvqa_infographicvqa_1_262_0,2,public
infographicvqa_infographicvqa_1_264_0,93.1%,public
infographicvqa_infographicvqa_1_265_3,31%,public
infographicvqa_infographicvqa_1_267_8,"Brazil, Canada",public
infographicvqa_infographicvqa_1_271_1,23%,public
infographicvqa_infographicvqa_1_271_3,11%,public
infographicvqa_infographicvqa_1_275_0,6 years,public
infographicvqa_infographicvqa_1_275_4,10,public
infographicvqa_infographicvqa_1_276_0,3,public
infographicvqa_infographicvqa_1_277_2,"1,000,000",public
infographicvqa_infographicvqa_1_279_1,$215.6B,public
infographicvqa_infographicvqa_1_290_8,USA,public
infographicvqa_infographicvqa_1_292_6,Floppy disk,public
infographicvqa_infographicvqa_1_292_7,Film,public
infographicvqa_infographicvqa_1_293_1,crude oil imports,public
infographicvqa_infographicvqa_1_302_4,27.4%,public
infographicvqa_infographicvqa_1_303_4,1.6,public
infographicvqa_infographicvqa_1_304_0,GIF,public
infographicvqa_infographicvqa_1_304_2,256,public
infographicvqa_infographicvqa_1_304_4,jpeg,public
infographicvqa_infographicvqa_1_307_4,36%,public
infographicvqa_infographicvqa_1_309_10,12%,public
infographicvqa_infographicvqa_1_312_6,2,public
infographicvqa_infographicvqa_1_318_18,The Grinch,public
infographicvqa_infographicvqa_1_321_1,489,public
infographicvqa_infographicvqa_1_323_3,Japan,public
infographicvqa_infographicvqa_1_324_0,15,public
infographicvqa_infographicvqa_1_327_4,touch diamond,public
infographicvqa_infographicvqa_1_327_6,capacitive,public
infographicvqa_infographicvqa_1_331_0,2,public
infographicvqa_infographicvqa_1_334_1,1911,public
infographicvqa_infographicvqa_1_340_0,15,public
infographicvqa_infographicvqa_1_347_1,Japan,public
infographicvqa_infographicvqa_1_349_4,Bayer,public
infographicvqa_infographicvqa_1_353_1,Republic of Ireland,public
infographicvqa_infographicvqa_1_357_1,60%,public
infographicvqa_infographicvqa_1_359_4,"27,302",public
infographicvqa_infographicvqa_1_363_3,Complimentary Bottled Water,public
infographicvqa_infographicvqa_1_365_0,38,public
infographicvqa_infographicvqa_1_367_2,Chelsea Board of Health,public
infographicvqa_infographicvqa_1_375_0,2,public
infographicvqa_infographicvqa_1_381_3,"fever, cough, difficulty breathing",public
infographicvqa_infographicvqa_1_382_0,Europe,public
infographicvqa_infographicvqa_1_385_0,"Groupon, LivingSocial, Others",public
infographicvqa_infographicvqa_1_389_0,55,public
infographicvqa_infographicvqa_1_392_0,1.2 billion,public
infographicvqa_infographicvqa_1_393_8,60%,public
infographicvqa_infographicvqa_1_395_0,57%,public
infographicvqa_infographicvqa_1_395_8,Polytechnic Graduates,public
infographicvqa_infographicvqa_1_395_9,Polytechnic Graduates,public
infographicvqa_infographicvqa_1_396_0,$3.6 billion,public
infographicvqa_infographicvqa_1_403_0,33%,public
infographicvqa_infographicvqa_1_403_1,3%,public
infographicvqa_infographicvqa_1_406_3,2,public
infographicvqa_infographicvqa_1_407_5,UBS,public
infographicvqa_infographicvqa_1_407_10,Wells Fargo,public
infographicvqa_infographicvqa_1_409_1,$1.5B,public
infographicvqa_infographicvqa_1_413_3,40%,public
infographicvqa_infographicvqa_1_413_4,"$70,000",public
infographicvqa_infographicvqa_1_422_0,3,public
infographicvqa_infographicvqa_1_432_8,Coca-Cola,public
infographicvqa_infographicvqa_1_436_6,11,public
infographicvqa_infographicvqa_1_436_10,"$35,000",public
infographicvqa_infographicvqa_1_440_1,5,public
infographicvqa_infographicvqa_1_441_4,9,public
infographicvqa_infographicvqa_1_445_8,29,public
infographicvqa_infographicvqa_1_446_1,"351,915",public
infographicvqa_infographicvqa_1_447_2,hand wash,public
infographicvqa_infographicvqa_1_452_1,2.7 million,public
infographicvqa_infographicvqa_1_453_3,Sir Robert McAlpine Ltd,public
infographicvqa_infographicvqa_1_454_6,Carl Lewis,public
infographicvqa_infographicvqa_1_455_6,Michael Phelps,public
infographicvqa_infographicvqa_1_455_7,Ryan Lochte,public
infographicvqa_infographicvqa_1_461_2,second,public
infographicvqa_infographicvqa_1_466_1,25%,public
infographicvqa_infographicvqa_1_467_6,34%,public
infographicvqa_infographicvqa_1_468_3,male,public
infographicvqa_infographicvqa_1_471_5,3,public
infographicvqa_infographicvqa_1_472_2,March,public
infographicvqa_infographicvqa_1_474_4,LinkedIn,public
infographicvqa_infographicvqa_1_474_6,10%,public
infographicvqa_infographicvqa_1_474_8,"internal transfers, direct sourcing",public
infographicvqa_infographicvqa_1_476_0,33%,public
infographicvqa_infographicvqa_1_477_0,45%,public
infographicvqa_infographicvqa_1_479_6,to stay informed,public
infographicvqa_infographicvqa_1_480_1,LinkedIn,public
infographicvqa_infographicvqa_1_484_3,37%,public
infographicvqa_infographicvqa_1_487_4,200,public
infographicvqa_infographicvqa_1_488_3,"Malaysia, Indonesia, Philippines",public
infographicvqa_infographicvqa_1_491_5,43%,public
infographicvqa_infographicvqa_1_493_2,50%,public
infographicvqa_infographicvqa_1_495_11,301 million,public
infographicvqa_infographicvqa_1_497_2,15%,public
infographicvqa_infographicvqa_1_497_3,76%,public
infographicvqa_infographicvqa_1_497_8,15%,public
infographicvqa_infographicvqa_1_499_3,3,public
websrc_websrc_1_0_213,2L 235hp@4400 Inline 4,public
websrc_websrc_1_0_426,3.6L 24-valve V6 engine -inc: oil cooler,public
websrc_websrc_1_0_753,1.5L 160hp@6500 In-Line 4 (Automatic),public
websrc_websrc_1_0_1640,5,public
websrc_websrc_1_0_1740,5,public
websrc_websrc_1_0_1953,automatic,public
websrc_websrc_1_0_2083,Automatic,public
websrc_websrc_1_0_2104,Automatic,public
websrc_websrc_1_0_2848,Drive wheel,public
websrc_websrc_1_0_3004,front-wheel,public
websrc_websrc_1_0_3088,All-Wheel Drive,public
websrc_websrc_1_0_3666,All-Wheel Drive,public
websrc_websrc_1_0_4164,Front-wheel drive,public
websrc_websrc_1_0_4338,Front-wheel drive,public
websrc_websrc_1_0_4559,Front-wheel drive,public
websrc_websrc_1_0_4680,"4 years/50,000 miles",public
websrc_websrc_1_0_5165,"36 mo. / 36,000 mi. Basic Warranty",public
websrc_websrc_1_0_5230,"80,000 Miles / 4 Years",public
websrc_websrc_1_0_5698,22-29 / 30-34,public
websrc_websrc_1_0_5958,22-24 / 30-34,public
websrc_websrc_1_0_6079,4,public
websrc_websrc_1_0_6141,4,public
websrc_websrc_1_0_6339,4,public
websrc_websrc_1_0_6620,4,public
websrc_websrc_1_0_6699,3,public
websrc_websrc_1_0_6718,2,public
websrc_websrc_1_0_6974,18.5 gal.,public
websrc_websrc_1_0_7186,3.6 liters,public
websrc_websrc_1_0_7297,3.6 liters,public
websrc_websrc_1_0_7311,3.6L 24-valve V6 engine -inc: oil cooler,public
websrc_websrc_1_0_7508,30,public
websrc_websrc_1_0_8181,22,public
websrc_websrc_1_1_653,2.9 Liters,public
websrc_websrc_1_1_732,130,public
websrc_websrc_1_1_738,I6,public
websrc_websrc_1_1_951,272 hp,public
websrc_websrc_1_2_545,Liane Moriarty,public
websrc_websrc_1_2_718,George Orwell,public
websrc_websrc_1_2_894,The Wiggles,public
websrc_websrc_1_2_992,Jamie Oliver,public
websrc_websrc_1_2_1013,Jamie Oliver,public
websrc_websrc_1_2_1188,Yotam Ottolenghi,public
websrc_websrc_1_2_1237,Jeff Kinney,public
websrc_websrc_1_2_1744,$22.99,public
websrc_websrc_1_2_2237,$14.99,public
websrc_websrc_1_2_3130,$5.99,public
websrc_websrc_1_3_351,London 2012 (Xbox 360),public
websrc_websrc_1_3_355,NBA 2K19,public
websrc_websrc_1_3_1050,31 July 2008,public
websrc_websrc_1_3_1146,N/A,public
websrc_websrc_1_3_1254,Nate Dazomb,public
websrc_websrc_1_3_1430,6,public
websrc_websrc_1_3_1648,78,public
websrc_websrc_1_3_1693,Low,public
websrc_websrc_1_3_1712,Low,public
websrc_websrc_1_3_1766,Cybernoid,public
websrc_websrc_1_3_1948,Low,public
websrc_websrc_1_3_2255,Call of Duty: Black Ops 4,public
websrc_websrc_1_3_2330,20 October 2018,public
websrc_websrc_1_3_2567,Cinque Pierre,public
websrc_websrc_1_3_2576,27 November 2019,public
websrc_websrc_1_3_3363,8 February 2019,public
websrc_websrc_1_3_3369,0,public
